year,rgn_id,species,common_name,category,postcards,magnets,tour_operators,pmt,wildlife_trusts
2011,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2012,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2013,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2014,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2016,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2017,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2018,3,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,3,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2016,3,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2017,3,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2018,3,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2014,3,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,3,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2016,3,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2017,3,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2018,3,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,3,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2016,3,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2017,3,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2018,3,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2015,3,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2016,3,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2017,3,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2018,3,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2011,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2012,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2013,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2014,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2015,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2016,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2017,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2018,3,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2000,3,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2001,3,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2002,3,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2003,3,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2004,3,Alca torda,Razorbill,LC,0,0,0,0,1
2005,3,Alca torda,Razorbill,LC,0,0,0,0,1
2006,3,Alca torda,Razorbill,LC,0,0,0,0,1
2007,3,Alca torda,Razorbill,LC,0,0,0,0,1
2008,3,Alca torda,Razorbill,LC,0,0,0,0,1
2009,3,Alca torda,Razorbill,LC,0,0,0,0,1
2010,3,Alca torda,Razorbill,LC,0,0,0,0,1
2011,3,Alca torda,Razorbill,LC,0,0,0,0,1
2012,3,Alca torda,Razorbill,LC,0,0,0,0,1
2013,3,Alca torda,Razorbill,LC,0,0,0,0,1
2014,3,Alca torda,Razorbill,LC,0,0,0,0,1
2015,3,Alca torda,Razorbill,NT,0,0,0,0,1
2016,3,Alca torda,Razorbill,NT,0,0,0,0,1
2017,3,Alca torda,Razorbill,NT,0,0,0,0,1
2018,3,Alca torda,Razorbill,NT,0,0,0,0,1
2000,3,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2001,3,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2002,3,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2003,3,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2004,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2005,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2006,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2007,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2008,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2009,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2010,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2011,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2012,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2013,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2014,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2015,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2016,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2017,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2018,3,Catharacta skua,Great Skua,LC,0,0,1,1,1
2000,3,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2001,3,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2002,3,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2003,3,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2004,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2005,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2006,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2007,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2008,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2009,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2010,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2011,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2012,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2013,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2014,3,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2015,3,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2016,3,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2017,3,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2018,3,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2000,3,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2001,3,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2002,3,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2003,3,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2004,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2005,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2006,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2007,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2008,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2009,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2010,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2011,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2012,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2013,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2014,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2015,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2016,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2017,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2018,3,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2000,3,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2001,3,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2002,3,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2003,3,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2004,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2005,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2006,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2007,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2008,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2009,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2010,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2011,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2012,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2013,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2014,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2015,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2016,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2017,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2018,3,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2000,3,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2001,3,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2002,3,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2003,3,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2004,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2005,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2006,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2007,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2008,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2009,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2010,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2011,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2012,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2013,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2014,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2015,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2016,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2017,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2018,3,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2014,3,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2015,3,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2016,3,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2017,3,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2018,3,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2000,3,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2001,3,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2002,3,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2003,3,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2004,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2005,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2006,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2007,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2008,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2009,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2010,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2011,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2012,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2013,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2014,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2015,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2016,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2017,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2018,3,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2000,3,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2001,3,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2002,3,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2003,3,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2004,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2005,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2006,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2007,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2008,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2009,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2010,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2011,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2012,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2013,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2014,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2015,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2016,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2017,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2018,3,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2000,3,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2001,3,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2002,3,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2003,3,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2004,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2005,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2006,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2007,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2008,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2009,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2010,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2011,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2012,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2013,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2014,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2015,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2016,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2017,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2018,3,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2000,3,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2001,3,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2002,3,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2003,3,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2004,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2005,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2006,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2007,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2008,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2009,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2010,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2011,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2012,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2013,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2014,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2015,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2016,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2017,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2018,3,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2000,3,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2001,3,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2002,3,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2003,3,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2004,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2005,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2006,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2007,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2008,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2009,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2010,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2011,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2012,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2013,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2014,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2015,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2016,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2017,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2018,3,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2000,3,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2001,3,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2002,3,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2003,3,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2004,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2005,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2006,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2007,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2008,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2009,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2010,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2011,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2012,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2013,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2014,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2015,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2016,3,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2017,3,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2018,3,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2000,3,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2001,3,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2002,3,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2003,3,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2004,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2005,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2006,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2007,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2008,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2009,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2010,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2011,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2012,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2013,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2014,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2015,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2016,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2017,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2018,3,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2000,3,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2001,3,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2002,3,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2003,3,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2004,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2005,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2006,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2007,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2008,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2009,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2010,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2011,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2012,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2013,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2014,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2015,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2016,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2017,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2018,3,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2000,3,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2001,3,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2002,3,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2003,3,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2004,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2005,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2006,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2007,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2008,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2009,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2010,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2011,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2012,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2013,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2014,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2015,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2016,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2017,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2018,3,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2000,3,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2001,3,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2002,3,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2003,3,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2004,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2005,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2006,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2007,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2008,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2009,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2010,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2011,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2012,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2013,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2014,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2015,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2016,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2017,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2018,3,Uria aalge,Common Murre,LC,0,0,1,1,1
2000,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2001,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2002,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2003,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2004,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2005,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2006,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2007,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2008,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2009,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2010,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2011,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2012,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2013,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2014,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2015,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2016,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2017,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2018,3,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2000,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2001,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2002,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2003,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2004,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2005,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2006,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2007,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2008,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2009,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2010,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2011,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2012,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2013,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2014,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2015,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2016,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2017,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2018,3,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2000,3,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2001,3,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2002,3,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2003,3,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2004,3,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2005,3,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
